REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
11/25/2013,2013,SUPPLEMENTAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,13798,,NO,0,NO,0,NO,,,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,56,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,16,UNKNOWN,ASPHALT,,1955,1955,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,270,NO,0,40000,0,100000,10000,,150000,,,,,,585,,600,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
11/15/2013,2013,SUPPLEMENTAL FINAL,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),HOUSTON,TX,NATURAL GAS,8913,0,NO,0,NO,0,YES,10/22/2013 20:30,10/23/2013 13:45,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,VALVE,,,0,,2009,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,251,NO,0,33149,0,0,0,,33149,,,,,,831,,815,"PRESSURE EXCEEDED MAOP, BUT DID NOT EXCEED THE APPLICABLE ALLOWANCE IN 192.201",TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
12/18/2014,2013,SUPPLEMENTAL FINAL,2620,"COLUMBIA GULF TRANSMISSION, LLC",HOUSTON ,TX,NATURAL GAS,3,15560,NO,0,NO,0,YES,10/13/2013 13:30,10/14/2013 8:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,EXPOSED DUE TO EXCAVATION,50,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES","WELD/FUSION, INCLUDING HEAT-AFFECTED ZONE",,,0,,2013,,CARBON STEEL,LEAK,,,CRACK,CLASS 1 LOCATION,NO,338,NO,0,11,53533,0,0,,158544,,,,,,791,,935,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",1
10/30/2013,2013,SUPPLEMENTAL FINAL,38987,KINETICA ENERGY EXPRESS LLC,HOUSTON,TX,NATURAL GAS,411,6331,NO,0,NO,0,YES,10/10/2013 14:45,10/19/2013 10:32,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,12.75,U.S. STEEL,UNKNOWN,,1978,1977,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,660,NO,0,1422,21906,341700,10000,,375028,,,,,,845,,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
11/5/2013,2013,SUPPLEMENTAL FINAL,13750,NORTHERN NATURAL GAS CO,OMAHA,NE,NATURAL GAS,40000,0,NO,0,NO,0,YES,10/9/2013 2:00,,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,40,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,30,REPUBLIC,COAL TAR,,1954,1954,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,660,NO,0,160000,0,55000,70000,,285000,,,,,,806,,860,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",CORROSION FAILURE,EXTERNAL CORROSION,1
10/28/2013,2013,SUPPLEMENTAL FINAL,602,"ENABLE GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,12449,14321,NO,0,NO,0,YES,10/1/2013 22:42,10/2/2013 18:17,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,24,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,24,REPUBLIC,COAL TAR,,1973,1973,CARBON STEEL,MECHANICAL PUNCTURE,1.5,1,,CLASS 1 LOCATION,NO,524,NO,0,43074,49551,59000,1000,,152625,,,,,,770,,1000,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
10/24/2013,2013,SUPPLEMENTAL FINAL,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",OWENSBORO,KY,NATURAL GAS,25400,0,NO,0,NO,0,YES,9/28/2013 21:51,10/8/2013 13:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,31,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,1930,,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,336,NO,0,83875,0,325000,0,,408875,,,,,,545,,594,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,1
10/17/2013,2013,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,13000,,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2010,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,211,NO,0,52000,0,500,0,,52500,,,,,,851,,937,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
10/15/2013,2013,SUPPLEMENTAL FINAL,4280,EL PASO NATURAL GAS CO,HOUSTON,TX,NATURAL GAS,7800,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,1969,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,21,NO,0,31200,0,100,0,,31300,,,,,,253,,230,"PRESSURE EXCEEDED MAOP, BUT DID NOT EXCEED THE APPLICABLE ALLOWANCE IN 192.201",TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
10/3/2013,2013,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,2405,8120,NO,0,NO,0,YES,9/11/2013 18:00,,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,24,UNKNOWN,CONCRETE,,1974,1974,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,585,NO,0,8418,36837,500000,0,,545255,,,,,,970,,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
9/27/2013,2013,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,3000,,NO,0,NO,0,YES,8/29/2013 15:45,8/29/2013 22:15,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,4,UNKNOWN,ASPHALT,,1957,1957,CARBON STEEL,LEAK,,,OTHER,CLASS 3 LOCATION,NO,70,NO,0,10000,0,195000,5000,,210000,,,,,,470,,500,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
9/10/2013,2013,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,4971.2,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1981,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,61,NO,0,17200,0,0,360,,17560,,,,,,728,,875,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
9/17/2013,2013,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,2241,0,NO,0,NO,0,NO,,,NO,,OFFSHORE,,,,,,"OFFSHORE PLATFORM, INCLUDING PLATFORM-MOUNTED EQUIPMENT AND PIPING",PIPE,20,BETHLEHEM,CONCRETE COATED,UNKNOWN,1979,1979,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,488,NO,0,7687,0,454810,0,3.43,462497,0,0,0,0,NO,771,790000,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
9/19/2013,2013,SUPPLEMENTAL FINAL,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,5100,680,NO,0,NO,0,YES,8/20/2013 11:22,8/22/2013 10:00,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,LONE STAR STEEL,EPOXY,,2007,2007,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,305,NO,13500,17000,2300,40000,3000,,75800,,,,,,1120,,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,1
9/11/2013,2013,SUPPLEMENTAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,26765,,NO,0,NO,0,YES,8/19/2013 5:08,8/23/2013 15:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,48,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,8.625,PERVIN & GERTZ,COAL TAR,,1973,1973,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,179,NO,0,95010,0,49000,0,,144010,,,,,,802,,944,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",CORROSION FAILURE,INTERNAL CORROSION,1
9/12/2013,2013,ORIGINAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,2300,0,NO,0,NO,0,YES,8/16/2013 14:40,8/22/2013 2:14,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,24,UNKNOWN,CONCRETE,,1974,1974,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,485,NO,0,7590,0,430000,0,,437590,,,,,,889,,1250,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
9/11/2013,2013,ORIGINAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,576,5891,NO,0,NO,0,YES,8/16/2013 13:00,8/28/2013 16:00,NO,,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",VALVE,,,0,,1968,1968,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,567,NO,0,2017,20935,347000,0,,369952,,,,,,830,,999,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1
9/6/2013,2013,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,107,3156,NO,0,NO,0,YES,8/13/2013 18:15,8/14/2013 1:11,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,OTHER,,,0,,,,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,631,NO,0,381,11238,1000,6500,,19119,,,,,,850,,930,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",NATURAL FORCE DAMAGE,LIGHTNING,1
9/6/2013,2013,SUPPLEMENTAL FINAL,31130,DCP MIDSTREAM,HOUSTON,TX,NATURAL GAS,4200,0,NO,0,NO,0,YES,8/9/2013 23:25,9/11/2013 9:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,60,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12.75,AMERICAN STEEL,EPOXY,,1984,1984,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,262,NO,45000,14700,0,97000,4700,,161400,,,,,,815,,1000,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),1
6/19/2016,2013,SUPPLEMENTAL FINAL,405,ANR PIPELINE CO,HOUSTON,TX,NATURAL GAS,0.1,20,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,1981,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,483,NO,0,1,69,624643,0,,624713,,,,,,5,,850,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",INCORRECT OPERATION,OTHER INCORRECT OPERATION ,1
9/10/2013,2013,SUPPLEMENTAL FINAL,12180,MARSHALL COUNTY GAS DISTRICT,GUNTERSVILLE,AL,NATURAL GAS,1110,128,NO,0,NO,0,YES,8/9/2013 12:10,8/9/2013 20:20,YES,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,42,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,10,REPUBLIC STEEL,COAL TAR,,1966,1966,CARBON STEEL,MECHANICAL PUNCTURE,2,2,,CLASS 3 LOCATION,NO,129,NO,136000,6188,714,12000,16000,,170902,,,,,,185,,350,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
8/29/2013,2013,SUPPLEMENTAL FINAL,11820,"BRIDGELINE HOLDINGS, LP",DALLAS,TX,NATURAL GAS,44,504.75,NO,0,NO,0,YES,7/29/2013 18:00,8/4/2013 17:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",DRAIN LINES,,,0,,,,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,660,NO,0,148,1873,95000,0,,97021,,,,,,500,,987,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
8/27/2013,2013,SUPPLEMENTAL FINAL,31286,"ONEOK GAS TRANSPORTATION, LLC",TULSA,OK,NATURAL GAS,13102,3,NO,0,NO,0,YES,7/28/2013 8:15,7/28/2013 15:30,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",VALVE,,,0,,1975,,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,273,NO,0,51013,11,1940,500,,53464,,,,,,834,,960,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT COMPRESSOR), VESSEL PLATE, OR OTHER MATERIAL",1
8/21/2013,2013,SUPPLEMENTAL FINAL,4060,DOMINION EAST OHIO,CLEVELAND,OH,NATURAL GAS,17700,,NO,0,NO,0,YES,7/22/2013 7:02,11/22/2013 12:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,42,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,8.625,UNKNOWN,COAL TAR,,1957,1956,CARBON STEEL,RUPTURE,,,,CLASS 3 LOCATION,NO,258,NO,5000,76234,0,15000,5000,,1501234,,,,,,1483,,1565,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
8/9/2013,2013,SUPPLEMENTAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LP",HOUSTON,TX,NATURAL GAS,0,3.03,NO,0,NO,0,YES,7/18/2013 18:20,7/20/2013 4:10,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,41,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,30,A. O. SMITH,"ENAMEL PRIMER, FIBERGLASS COATED",,1952,1952,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,578,NO,0,0,11476,80460,0,,91936,,,,,,657,,780,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),1
8/2/2013,2013,SUPPLEMENTAL FINAL,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",OWENSBORO,KY,NATURAL GAS,0.13,0,NO,0,NO,0,NO,,,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,METER,,,0,,1990,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,65,NO,0,4,0,145000,0,,145004,,,,,,179,,200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT OR FACILITY,1
